superficieEtage1,superficieEtage2,superficieRallonge3Saisons,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,qualiteSurfaceFinieSousSol2,nbSallesBainSs,nbDemiSallesBainSs,superficieSousSolNonAmenagee,climatisation,proxRoute1,proxRoute2,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,nbSallesBain,fonctionnalites,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,nbDemiSallesBain,chauffage,qualiteChauffage,styleBatiment,id,nbCuisines,qualiteCuisine,contourTerrain,penteTerrain,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,superficieQualiteInferieure,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,superficiePiscine,qualitePiscine,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,typeRouteAcces,nbPieces,superficieTotaleSousSol,utilites,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,date_taux_inflation,taux_inflation,changement_annuel_taux_inflation,annee_taux_inflation,date_taux_criminalite,ames_taux_criminalite,iowa_taux_criminalite,etatsunis_taux_criminalite,annee_taux_criminalite,annee_indice_prix_logements,moyenne_indice_prix_logements,Latitude,Longitude,Coordonnées,ancienneteRenovation,ancienneteConstruction,superficieTotale,mois_anneeVente,route_ville,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,hauteurSs
1500-2000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Feedr,Norm,Boîte à disjoncteurs,1-100 m2,TA,TA,Wd Sdng,Wd Shng,Pas de clôture,Bon,1,Fondation Béton,1,Déductions mineures,30-40 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1960-1969,200-250 m2,0,Chauffage air pulsé,Excellent,1.5Fin,1285,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RL,0,None,Non défini,Pas d elements divers,3,SWISU,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,155115.06816,Vente Garantie Conventionnelle,101-200 m2,Pave,10,50-75 m2,AllPub,> 20 m2,1900-1925,1990-1995,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.026665240967446,-93.64620483976044,"42.026665240967446, -93.64620483976043",20,91,300-400,3-2010,Oui,Oui,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à fusibles,Pas de porche fermé,Fa,TA,MetalSd,MetalSd,Pas de clôture,Bon,1,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Excellent,1.5Fin,1286,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,50,RM,0,None,Non défini,Pas d elements divers,5,BrkSide,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,121613.8848,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,50-75 m2,AllPub,< 10 m2,1925-1950,1950-1960,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.02860525428564,-93.63044987597964,"42.02860525428564, -93.63044987597965",59,70,200-300,5-2009,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,< 500 m2,Quartiers de vie moyenne,Salle de récréation moyenne,1.0,0.0,500-1000 m2,Oui,Feedr,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,HdBoard,Pas de clôture,Bon,2,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,1,Chauffage air pulsé,Moyen/Typique,1Story,1287,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,400-600 m2,BrkFace,Non défini,Pas d elements divers,6,NWAmes,< 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,131251.21152,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,AllPub,0,1960-1970,1960-1970,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.0462744726601,-93.66290853948183,"42.0462744726601, -93.66290853948183",47,47,200-300,6-2010,Oui,Oui,Non,Non,2.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Salle de récréation moyenne,Non fini,0.0,1.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,Gd,TA,Wd Sdng,Wd Sdng,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,30-40 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,0,Chauffage air pulsé,Mauvais,1Story,1288,1,Qualité cusine bonne,Low,Mod,Plus de 2000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,20,RL,600-800 m2,BrkCmn,Non défini,Pas d elements divers,6,ClearCr,> 5 m2,3,3,Terre/Gravier,Pas de piscine,Non défini,CompShg,Gable,Vente normale,174389.7216,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,> 150 m2,AllPub,10-20 m2,1960-1970,1960-1970,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.036000116934304,-93.64852973747072,"42.036000116934304, -93.64852973747072",42,42,200-300,6-2006,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,TwnhsE,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,CemntBd,CmentBd,Pas de clôture,Excellent,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,0,Chauffage air pulsé,Excellent,1Story,1289,1,Qualité cusine excellente,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,IR1,0 m2,120,RL,0,None,Non défini,Pas d elements divers,10,StoneBr,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,255159.69792,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,100-150 m2,AllPub,10-20 m2,2000-2005,2000-2005,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05970287444936,-93.63768501830816,"42.059702874449364, -93.63768501830816",9,9,200-300,10-2009,Oui,Non,Non,Non,3.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition minimale,0,0,Non fini,Non fini,0.0,0.0,1000-1500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Bon,1,Fondation Béton,1,Typique,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,150-200 m2,1,Chauffage air pulsé,Excellent,2Story,1290,1,Qualité cusine excellente,Lvl,Gtl,Entre 1001 et 2000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,60,RL,600-800 m2,Stone,Non défini,Pas d elements divers,10,NridgHt,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Maison pas terminée,257913.21984,Vente Nouvelle construction,Pas de solarium,Pave,8,100-150 m2,AllPub,10-20 m2,2005 et plus,2005-2010,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",0,0,200-300,10-2006,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,1000-1500 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,HdBoard,Pas de clôture,Bon,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,0,Chauffage air pulsé,Moyen/Typique,SLvl,1291,1,Qualité cusine bonne,Lvl,Gtl,Entre 1001 et 2000 m2,Corner,Entre 21 et 30 m,IR1,0 m2,80,RL,< 200 m2,BrkFace,Non défini,Pas d elements divers,4,NAmes,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,165670.23552,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,AllPub,> 20 m2,1960-1970,1960-1970,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",46,46,200-300,4-2010,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,Twnhs,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,CemntBd,CmentBd,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,100-150 m2,1,Chauffage air pulsé,Moyen/Typique,2Story,1292,1,Qualité cusine bonne,Lvl,Gtl,Entre 100 et 200 m2,Inside,Moins de 10 m,Reg,0 m2,160,RM,200-400 m2,BrkFace,Non défini,Pas d elements divers,2,BrDale,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,109681.95648,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,50-75 m2,AllPub,10-20 m2,1970-1980,1970-1980,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.05290103512409,-93.62881347413268,"42.05290103512409, -93.62881347413267",37,37,< 200,2-2009,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Non,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Qualité inconnue,0,Fondation Autre,1,Déductions mineures,40-60 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,200-250 m2,0,Chauffage air pulsé,Moyen/Typique,2Story,1293,2,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Corner,Entre 11 et 20 m,Reg,0 m2,70,RM,0,None,Non défini,Pas d elements divers,12,OldTown,> 5 m2,2,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,98667.8688,Vente Garantie Conventionnelle,Pas de solarium,Pave,10,75-100 m2,AllPub,0,Avant 1900,1960-1970,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,43.31349599143381,-95.14410804264548,"43.31349599143381, -95.14410804264548",44,117,300-400,12-2009,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Bonne qualité de vie,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,HdBoard,Bois de bonne qualité,Moyenne,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,150-200 m2,1,Chauffage air pulsé,Moyen/Typique,2Story,1294,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,60,RL,0,None,Non défini,Pas d elements divers,3,NWAmes,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,149516.240256,Vente Garantie Conventionnelle,201-300 m2,Pave,8,75-100 m2,AllPub,0,1970-1980,1970-1980,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.0462744726601,-93.66290853948183,"42.0462744726601, -93.66290853948183",30,30,200-300,3-2006,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Salle de récréation moyenne,Non fini,1.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,WdShing,Plywood,Pas de clôture,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1950-1959,75-100 m2,0,Chauffage air pulsé,Moyen/Typique,1Story,1295,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 11 et 20 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,4,Edwards,0,4,3,Terre/Gravier,Pas de piscine,Non défini,CompShg,Hip,Vente normale,105551.6736,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,0,1950-1960,1990-1995,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",16,51,< 200,4-2006,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,1000-1500 m2,0,Quartiers de vie sous la moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Feedr,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,HdBoard,HdBoard,Bois de bonne qualité,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,75-100 m2,1,Chauffage air pulsé,Bon,1Story,1296,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,< 200 m2,BrkFace,Non défini,Pas d elements divers,11,NAmes,0,3,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,127120.92864,Vente Garantie Conventionnelle,Pas de solarium,Pave,5,75-100 m2,AllPub,> 20 m2,1960-1970,1960-1970,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",38,38,< 200,11-2006,Oui,Oui,Non,Non,2.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition minimale,500-1000 m2,0,Quartiers de vie moyenne,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,101-200 m2,Gd,TA,MetalSd,MetalSd,Intimité minimale,Qualité inconnue,0,Fondation Ciment,1,Typique,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,0,Chauffage air pulsé,Bon,1Story,1297,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,< 200 m2,BrkFace,Non défini,Pas d elements divers,12,NAmes,< 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,142265.2992,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,AllPub,10-20 m2,1960-1970,1960-1970,2008,2008-12-31,3.8391,0.99,2008,2008-12-31,313.1278,288.1213,458.6142,2008,2008,167.5975,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",45,45,200-300,12-2008,Oui,Non,Non,Non,3.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,TwnhsE,Condition Ss Bonne,Bonne exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,0,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Autre type garage,2000-2009,75-100 m2,0,Chauffage air pulsé,Bon,SFoyer,1298,1,Qualité cusine bonne,Lvl,Gtl,Entre 201 et 500 m2,Inside,Entre 11 et 20 m,Reg,0 m2,180,RM,< 200 m2,BrkFace,Non défini,Pas d elements divers,6,Edwards,< 5 m2,3,3,Pavée,Pas de piscine,Non défini,CompShg,Gable,Maison pas terminée,128497.6896,Vente Nouvelle construction,Pas de solarium,Pave,5,50-75 m2,AllPub,0,2005 et plus,2005-2010,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",0,1,< 200,6-2006,Oui,Non,Non,Non,3.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,< 500 m2,500-1000 m2,Faible qualité,Salle de récréation moyenne,1.0,0.0,0,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,BrkFace,BrkFace,Bonne intimité,Qualité inconnue,0,Fondation Ciment,1,Typique,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,100-150 m2,1,Chauffage air pulsé,Excellent,1Story,1300,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,0,None,Non défini,Pas d elements divers,5,NAmes,0,4,3,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,141347.45856,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,100-150 m2,AllPub,> 20 m2,1950-1960,1990-1995,2010,2010-12-31,1.64,2.0,2010,2010-12-31,306.1383,268.5396,404.5023,2010,2010,166.13,42.03344461056188,-93.6324105222854,"42.03344461056188, -93.6324105222854",16,51,200-300,5-2010,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,150-200 m2,1,Chauffage air pulsé,Excellent,2Story,1301,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,CulDSac,Entre 21 et 30 m,IR1,0 m2,60,RL,200-400 m2,None,Non défini,Pas d elements divers,5,Gilbert,0,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,206514.144,Vente Garantie Conventionnelle,Pas de solarium,Pave,9,75-100 m2,AllPub,0,1995-2000,1995-2000,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.10673828802636,-93.64970782361708,"42.10673828802636, -93.64970782361709",10,10,200-300,5-2009,Oui,Non,Non,Non,2.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,Non fini,0.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,TA,Wd Sdng,Wd Sdng,Pas de clôture,Bon,2,Fondation Ciment,1,Typique,< 20 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,Avant 1950,100-150 m2,0,Chauffage air pulsé,Mauvais,2Story,1302,1,Qualité cusine bonne,Bnk,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,IR1,0 m2,70,RL,0,None,Non défini,Pas d elements divers,11,Crawfor,0,4,3,Pavée partiellement,Pas de piscine,Non défini,CompShg,Gable,Vente normale,162916.7136,Vente Garantie Conventionnelle,201-300 m2,Pave,7,50-75 m2,AllPub,0,1925-1950,1950-1960,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.02800106252608,-93.60712917413362,"42.02800106252608, -93.60712917413362",59,67,200-300,11-2009,Oui,Non,Non,Non,1.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,1001-1500 m2,Pas de rallonge 3 saisons,No alley access,4,1Fam,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Moyenne,1,Fondation Béton,1,Typique,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1990-1999,200-250 m2,1,Chauffage air pulsé,Excellent,2Story,1303,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,60,RL,200-400 m2,BrkFace,Non défini,Pas d elements divers,12,NoRidge,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,266173.7856,Vente Garantie Conventionnelle,Pas de solarium,Pave,8,100-150 m2,AllPub,> 20 m2,1990-1995,1990-1995,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.04793340295536,-93.64802984529771,"42.04793340295536, -93.64802984529771",12,12,300-400,12-2006,Oui,Non,Non,Non,3.5,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,3,1Fam,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,Non fini,0.0,0.0,1500-2336 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Typique,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,0,Chauffage air pulsé,Excellent,1Story,1304,1,Qualité cusine bonne,Lvl,Gtl,Entre 501 et 1000 m2,Inside,Entre 21 et 30 m,Reg,0 m2,20,RL,200-400 m2,BrkFace,Non défini,Pas d elements divers,4,Somerst,> 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,212939.02848,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,> 150 m2,AllPub,10-20 m2,2005 et plus,2005-2010,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,42.05147116800214,-93.64495042989309,"42.05147116800214, -93.64495042989307",1,1,300-400,4-2006,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas de rallonge 3 saisons,No alley access,3,TwnhsE,Condition Ss Bonne,Aucune exposition,0,0,Non fini,Non fini,0.0,0.0,500-1000 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Qualité inconnue,0,Fondation Béton,1,Déductions majeures,30-40 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2000-2009,150-200 m2,0,Chauffage air pulsé,Excellent,2Story,1305,1,Qualité cusine bonne,Lvl,Gtl,Entre 201 et 500 m2,Inside,Moins de 10 m,Reg,0 m2,160,RM,< 200 m2,Stone,Non défini,Pas d elements divers,4,Edwards,< 5 m2,3,4,Pavée,Pas de piscine,Non défini,CompShg,Gable,Vente normale,119319.2832,Vente Garantie Conventionnelle,Pas de solarium,Pave,7,75-100 m2,AllPub,0,2000-2005,2000-2005,2006,2006-12-31,3.2259,-0.17,2006,2006-12-31,279.7815,285.7397,479.3354,2006,2006,163.425,41.05817196135305,-92.42061613737812,"41.05817196135305, -92.42061613737812",2,2,200-300,4-2006,Oui,Non,Non,Non,2.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas de rallonge 3 saisons,No alley access,2,1Fam,Condition Ss Bonne,Aucune exposition,1500-1904 m2,0,Bonne qualité de vie,Non fini,1.0,0.0,< 500 m2,Oui,Norm,Norm,Boîte à disjoncteurs,Pas de porche fermé,TA,Gd,VinylSd,VinylSd,Pas de clôture,Excellent,2,Fondation Béton,1,Typique,60-80 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,0,Chauffage air pulsé,Excellent,1Story,1306,1,Qualité cusine excellente,Lvl,Gtl,Entre 1001 et 2000 m2,Corner,Plus de 31 m,IR1,0 m2,20,RL,200-400 m2,Stone,Non défini,Pas d elements divers,11,NridgHt,> 5 m2,3,5,Pavée,Pas de piscine,Non défini,CompShg,Hip,Vente normale,298298.208,Vente Garantie Conventionnelle,Pas de solarium,Pave,6,> 150 m2,AllPub,> 20 m2,2005 et plus,2005-2010,2009,2009-12-31,-0.3555,-4.19,2009,2009-12-31,309.5867,282.0946,431.8787,2009,2009,167.9225,42.059828930297805,-93.6496322354948,"42.059828930297805, -93.64963223549479",2,3,300-400,11-2009,Oui,Non,Non,Non,3.0,Hauteur sous-sol > 2.5 m
